"Type","Ticker","Contracts","Direction","Average_Price","Realized_Revenue","Realized_Cost","Realized_Profit","Fees","Created"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","70","No","86","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:37pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","33","No","86","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:37pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","20","No","86","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:37pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","33","No","86","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:37pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","250","No","86","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:38pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-TB","406","No","12","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:39pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","8","No","46","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:42pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","1","No","46","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:42pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-TB","9","No","52","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:43pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-TB","479","No","48","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:46pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","102","No","49","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:46pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","87","No","49","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:46pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","18","No","49","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:47pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","272","No","49","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:48pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","879","No","23","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:50pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-CLE","242","Yes","75","$242.00","$370.26","-$128.26","0.00","Aug 27, 2025 at 3:52pm EDT"
"trade","KXMLBGAME-25AUG27TBCLE-TB","637","No","75","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 3:53pm EDT"
"settlement","KXMLBGAME-25AUG27TBCLE-CLE","2296","No","52","0.00","$1,195.89","-$1,195.89","0.00","Aug 27, 2025 at 4:21pm EDT"
"settlement","KXMLBGAME-25AUG27TBCLE-TB","2296","No","39","$2,296.00","$904.42","+$1,391.58","0.00","Aug 27, 2025 at 4:21pm EDT"
"trade","KXRELEASEIPHONE-25-IPHONE17","62","No","94","$62.00","$59.52","+$2.48","0.00","Aug 27, 2025 at 4:43pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","1","No","5","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:13pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","575","No","5","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:19pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","1","No","92","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:20pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","5","No","92","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:20pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","528","No","92","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:20pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","8","No","92","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:20pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","34","No","92","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:20pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","281","No","5","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:32pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","5","No","5","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:32pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","21","No","5","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:32pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","60","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:32pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","87","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:33pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","46","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:33pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","31","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:34pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","57","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:34pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","879","No","6","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:35pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","13","No","93","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:36pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","13","No","93","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:36pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","54","No","93","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:36pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","26","No","93","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:36pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","2","No","93","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:37pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","67","No","93","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:37pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","67","No","93","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:37pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","364","No","93","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:37pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","1","No","93","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:38pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","298","No","93","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:38pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","225","No","3","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:47pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","241","No","3","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:47pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","77","No","92","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:48pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","369","No","92","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:48pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","20","No","90","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:49pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","56","No","13","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:50pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","50","No","85","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:51pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","6","No","13","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:51pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","17","No","13","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:51pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","5","No","85","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:51pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","24","No","85","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:52pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","84","No","12","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:55pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","9","No","12","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:56pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","13","No","86","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:58pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","67","No","86","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:58pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","13","No","86","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 5:58pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","168","No","3","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 6:37pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","2","No","3","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 6:38pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","168","Yes","95","$168.00","$168.00","$0.00","0.00","Aug 27, 2025 at 6:39pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","709","No","3","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 6:39pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","14","Yes","95","$14.00","$14.00","$0.00","0.00","Aug 27, 2025 at 6:42pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","35","Yes","95","$35.00","$35.00","$0.00","0.00","Aug 27, 2025 at 6:42pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","112","No","3","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 6:45pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","662","No","95","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 6:45pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","24","Yes","95","$24.00","$24.00","$0.00","0.00","Aug 27, 2025 at 6:45pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SEA","82","Yes","95","$82.00","$82.00","$0.00","0.00","Aug 27, 2025 at 6:46pm EDT"
"trade","KXMLBGAME-25AUG27SDSEA-SD","6","No","95","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 6:47pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-ALC","20","No","2","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:13pm EDT"
"settlement","KXMLBGAME-25AUG27SDSEA-SD","3068","No","92","$3,068.00","$2,845.76","+$222.24","0.00","Aug 27, 2025 at 7:15pm EDT"
"settlement","KXMLBGAME-25AUG27SDSEA-SEA","3068","No","4","0.00","$145.88","-$145.88","0.00","Aug 27, 2025 at 7:15pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-ALC","859","No","2","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:15pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","844","No","97","0.00","0.00","$0.00","$1.72","Aug 27, 2025 at 7:19pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","25","No","97","0.00","0.00","$0.00","$0.06","Aug 27, 2025 at 7:19pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","10","No","97","0.00","0.00","$0.00","$0.03","Aug 27, 2025 at 7:19pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-ALC","879","No","2","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:25pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","36","No","97","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:25pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","843","No","97","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:26pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","26","Yes","2","$26.00","$25.74","+$0.26","$0.04","Aug 27, 2025 at 7:29pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","26","No","97","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:29pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-ALC","20","No","2","0.00","0.00","$0.00","$0.03","Aug 27, 2025 at 7:31pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-ALC","482","No","2","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:31pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-ALC","305","No","2","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:33pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-ALC","3","No","2","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:34pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-ALC","69","No","2","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:35pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","464","No","99","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:46pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","187","No","99","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:47pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","156","No","99","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 7:47pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","7","No","99","0.00","0.00","$0.00","$0.01","Aug 27, 2025 at 7:54pm EDT"
"trade","KXATPMATCH-25AUG27BELALC-BEL","65","No","99","0.00","0.00","$0.00","$0.05","Aug 27, 2025 at 7:54pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-NYM","105","No","6","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:27pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-NYM","8","Yes","93","$8.00","$7.92","+$0.08","0.00","Aug 27, 2025 at 8:29pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","97","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:31pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-NYM","879","No","5","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:32pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","504","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:34pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","78","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:35pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-NYM","879","No","4","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:35pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","25","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:35pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","140","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:35pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","132","No","94","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:36pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","380","No","95","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:39pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","100","No","95","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:40pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","187","No","95","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:40pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","103","No","95","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:43pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","18","No","95","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:43pm EDT"
"trade","KXMLBGAME-25AUG27PHINYM-PHI","91","No","95","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 8:44pm EDT"
"settlement","KXATPMATCH-25AUG27BELALC-BEL","2637","No","97","$2,637.00","$2,575.47","+$61.53","0.00","Aug 27, 2025 at 9:10pm EDT"
"settlement","KXATPMATCH-25AUG27BELALC-ALC","2637","No","2","0.00","$52.74","-$52.74","0.00","Aug 27, 2025 at 9:10pm EDT"
"trade","KXWNBAGAME-25AUG27LVATL-LV","10","No","3","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 9:20pm EDT"
"trade","KXWNBAGAME-25AUG27LVATL-LV","69","No","3","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 9:20pm EDT"
"trade","KXWNBAGAME-25AUG27LVATL-ATL","38","No","96","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 9:21pm EDT"
"trade","KXWNBAGAME-25AUG27LVATL-ATL","29","No","96","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 9:21pm EDT"
"trade","KXWNBAGAME-25AUG27LVATL-ATL","12","No","96","0.00","0.00","$0.00","0.00","Aug 27, 2025 at 9:21pm EDT"
"trade","KXATPMATCH-25AUG27STRRUN-RUN","20","No","57","0.00","0.00","$0.00","$0.35","Aug 27, 2025 at 9:25pm EDT"
"settlement","KXMLBGAME-25AUG27PHINYM-NYM","1855","No","4","0.00","$84.93","-$84.93","0.00","Aug 27, 2025 at 9:40pm EDT"
"settlement","KXMLBGAME-25AUG27PHINYM-PHI","1855","No","94","$1,855.00","$1,752.49","+$102.51","0.00","Aug 27, 2025 at 9:40pm EDT"
"settlement","KXWNBAGAME-25AUG27LVATL-ATL","79","No","96","$79.00","$75.84","+$3.16","0.00","Aug 27, 2025 at 9:41pm EDT"
"settlement","KXWNBAGAME-25AUG27LVATL-LV","79","No","3","0.00","$2.37","-$2.37","0.00","Aug 27, 2025 at 9:41pm EDT"
"settlement","KXATPMATCH-25AUG27STRRUN-RUN","20","No","57","$20.00","$11.40","+$8.60","0.00","Aug 27, 2025 at 10:35pm EDT"
"trade","KXRELEASEIPHONE-25-IPHONE17","199","No","98","$199.00","$199.00","$0.00","0.00","Aug 28, 2025 at 1:49am EDT"
"trade","KXRELEASEIPHONE-25-IPHONE17","23","No","98","$23.00","$23.00","$0.00","0.00","Aug 28, 2025 at 2:08am EDT"
"trade","KXRELEASEIPHONE-25-IPHONE17","9","No","98","$9.00","$9.00","$0.00","0.00","Aug 28, 2025 at 6:55am EDT"
"trade","KXSECPRESSMENTION-26FEB28-FED","30","No","34","0.00","0.00","$0.00","$0.48","Aug 28, 2025 at 1:31pm EDT"
"trade","KXWTAMATCH-25AUG27LAMSWI-SWI","879","No","2","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 1:34pm EDT"
"trade","KXWTAMATCH-25AUG27LAMSWI-LAM","879","No","97","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 1:35pm EDT"
"trade","KXWTAMATCH-25AUG27LAMSWI-SWI","418","No","2","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 1:40pm EDT"
"trade","KXWTAMATCH-25AUG27LAMSWI-SWI","461","No","2","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 1:40pm EDT"
"trade","KXWTAMATCH-25AUG27LAMSWI-SWI","111","Yes","97","$111.00","$109.89","+$1.11","0.00","Aug 28, 2025 at 1:44pm EDT"
"trade","KXWTAMATCH-25AUG27LAMSWI-SWI","768","Yes","97","$768.00","$760.32","+$7.68","0.00","Aug 28, 2025 at 1:45pm EDT"
"trade","KXWTAMATCH-25AUG27LAMSWI-SWI","62","No","2","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 1:47pm EDT"
"trade","KXWTAMATCH-25AUG27LAMSWI-SWI","6","No","2","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 1:47pm EDT"
"settlement","KXWTAMATCH-25AUG27LAMSWI-LAM","879","No","97","$879.00","$852.63","+$26.37","0.00","Aug 28, 2025 at 2:00pm EDT"
"settlement","KXWTAMATCH-25AUG27LAMSWI-SWI","947","No","2","0.00","$18.94","-$18.94","0.00","Aug 28, 2025 at 2:00pm EDT"
"trade","KXRELEASEIPHONE-25-IPHONE17","78","No","98","$78.00","$78.00","$0.00","0.00","Aug 28, 2025 at 3:08pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-AZ","3","No","20","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:12pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","3","No","76","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:13pm EDT"
"trade","KXATPMATCH-25AUG27KHAMAJ-KHA","1","No","5","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:20pm EDT"
"trade","KXATPMATCH-25AUG27KHAMAJ-KHA","278","No","5","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:20pm EDT"
"trade","KXATPMATCH-25AUG27KHAMAJ-KHA","72","No","4","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:21pm EDT"
"trade","KXATPMATCH-25AUG27KHAMAJ-KHA","51","No","4","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:21pm EDT"
"trade","KXATPMATCH-25AUG27KHAMAJ-KHA","356","No","4","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:21pm EDT"
"trade","KXATPMATCH-25AUG27KHAMAJ-KHA","479","Yes","94","$479.00","$472.21","+$6.79","0.00","Aug 28, 2025 at 4:22pm EDT"
"trade","KXATPMATCH-25AUG27KHAMAJ-MAJ","279","No","94","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:22pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-AZ","879","No","15","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:28pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","31","No","85","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:30pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","31","No","85","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:30pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","31","No","85","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:30pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","2","No","83","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:33pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","157","No","83","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:33pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","245","No","83","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:34pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","52","No","82","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:34pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","33","No","82","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:35pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","36","No","82","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:35pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","138","No","82","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:35pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","57","No","82","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:35pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","40","No","82","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:35pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","10","No","82","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:35pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","16","No","82","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:35pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-AZ","370","No","7","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:43pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-AZ","10","No","7","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:43pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","11","No","92","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:47pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","176","No","92","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:47pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","58","No","92","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:47pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","11","No","92","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:48pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","58","No","92","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:48pm EDT"
"trade","KXMLBGAME-25AUG28AZMIL-MIL","66","No","92","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 4:48pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","341","No","7","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 5:13pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","479","No","3","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 5:14pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","114","No","2","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 5:15pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","67","Yes","95","$67.00","$68.34","-$1.34","0.00","Aug 28, 2025 at 5:15pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","34","Yes","95","$34.00","$34.68","-$0.68","0.00","Aug 28, 2025 at 5:15pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","833","Yes","95","$833.00","$824.80","+$8.20","0.00","Aug 28, 2025 at 5:15pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-CIR","867","No","95","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 5:15pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","138","No","5","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 5:16pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-CIR","72","Yes","11","$72.00","$76.32","-$4.32","0.00","Aug 28, 2025 at 5:17pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","600","No","21","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 5:19pm EDT"
"settlement","KXATPMATCH-25AUG27KHAMAJ-MAJ","279","No","94","0.00","$262.26","-$262.26","0.00","Aug 28, 2025 at 5:20pm EDT"
"settlement","KXATPMATCH-25AUG27KHAMAJ-KHA","279","No","4","$279.00","$11.16","+$267.84","0.00","Aug 28, 2025 at 5:20pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","57","No","14","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 5:20pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","879","No","4","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 5:21pm EDT"
"trade","KXWTAMATCH-25AUG28CIRMUC-MUC","879","No","2","0.00","0.00","$0.00","0.00","Aug 28, 2025 at 5:21pm EDT"
"settlement","KXMLBGAME-25AUG28AZMIL-AZ","1262","No","12","0.00","$159.05","-$159.05","0.00","Aug 28, 2025 at 5:25pm EDT"
"settlement","KXMLBGAME-25AUG28AZMIL-MIL","1262","No","85","$1,262.00","$1,079.49","+$182.51","0.00","Aug 28, 2025 at 5:25pm EDT"
